Animal Crossing\Cards\Series 1,[AC] 002 - Tom Nook.bin,01830001-00450502,Head:0422445AB24881,CRC32:C1F36D5A,,CRC32:C1F36D5A,,0
Animal Crossing\Cards\Series 1,[AC] 003 - DJ KK.bin,01820101-00460502,Head:04659172574981,CRC32:0D3AB56E,,CRC32:0D3AB56E,,0
Animal Crossing\Cards\Series 1,[AC] 004 - Sable.bin,01870001-00470502,Head:04BD0772574984,CRC32:F8A35AF7,,CRC32:F8A35AF7,,0
Animal Crossing\Cards\Series 1,[AC] 005 - Kapp'n.bin,01960001-00480502,Head:047CD8D2C14880,CRC32:E94CD68A,,CRC32:E94CD68A,,0
Animal Crossing\Cards\Series 1,[AC] 006 - Resetti.bin,018E0001-00490502,Head:0499E3D2C14880,CRC32:25F7927F,,CRC32:25F7927F,,0
Animal Crossing\Cards\Series 1,[AC] 007 - Joan.bin,01A30001-004A0502,Head:046AA95AC94881,CRC32:BF2B400A,,CRC32:BF2B400A,,0
Animal Crossing\Cards\Series 1,[AC] 008 - Timmy.bin,01850001-004B0502,Head:04B7BBD2C14880,CRC32:4D845F95,,CRC32:4D845F95,,0
Animal Crossing\Cards\Series 1,[AC] 009 - Digby.bin,018C0001-004C0502,Head:045C5E72284980,CRC32:29166DCD,,CRC32:29166DCD,,0
Animal Crossing\Cards\Series 1,[AC] 010 - Pascal.bin,01A40001-004D0502,Head:047F519A024980,CRC32:3C5B6BAB,,CRC32:3C5B6BAB,,0
Animal Crossing\Cards\Series 1,[AC] 011 - Harriet.bin,01910001-004E0502,Head:0490884A544980,CRC32:BC422D48,,CRC32:BC422D48,,0
Animal Crossing\Cards\Series 1,[AC] 012 - Redd.bin,01A80001-004F0502,Head:040C8C4A544981,CRC32:FB20F015,,CRC32:FB20F015,,0
Animal Crossing\Cards\Series 1,[AC] 013 - Saharah.bin,01A60001-00500502,Head:04C1A772284980,CRC32:063DDDCF,,CRC32:063DDDCF,,0
Animal Crossing\Cards\Series 1,[AC] 014 - Luna.bin,01B50001-00510502,Head:04225BD2C14881,CRC32:76306784,,CRC32:76306784,,0
Animal Crossing\Cards\Series 1,[AC] 015 - Tortimer.bin,01B00001-00520502,Head:046C56D2C14881,CRC32:040CF16D,,CRC32:040CF16D,,0
Animal Crossing\Cards\Series 1,[AC] 016 - Lyle.bin,01AA0001-00530502,Head:047C32D2C14880,CRC32:6C60EC88,,CRC32:6C60EC88,,0
Animal Crossing\Cards\Series 1,[AC] 017 - Lottie.bin,01C10001-00540502,Head:047728D2C14880,CRC32:45DFDD83,,CRC32:45DFDD83,,0
Animal Crossing\Cards\Series 1,[AC] 018 - Bob.bin,025D0001-00550502,Head:0448DA9A024981,CRC32:8078E351,,CRC32:8078E351,,0
Animal Crossing\Cards\Series 1,[AC] 019 - Fauna.bin,02D60001-00560502,Head:04BA6A72284980,CRC32:114463BE,,CRC32:114463BE,,0
Animal Crossing\Cards\Series 1,[AC] 020 - Curt.bin,02160001-00570502,Head:04746972284980,CRC32:DE3651C4,,CRC32:DE3651C4,,0
Animal Crossing\Cards\Series 1,[AC] 021 - Portia.bin,02EF0001-00580502,Head:042FB072284981,CRC32:A50DE921,,CRC32:A50DE921,,0
Animal Crossing\Cards\Series 1,[AC] 022 - Leonardo.bin,04FE0001-00590502,Head:040A2F82554981,CRC32:70307BE2,,CRC32:70307BE2,,0
Animal Crossing\Cards\Series 1,[AC] 023 - Cheri.bin,02870001-005A0502,Head:043A8782554980,CRC32:4180F689,,CRC32:4180F689,,0
Animal Crossing\Cards\Series 1,[AC] 024 - Kyle.bin,05150001-005B0502,Head:04D3CB8A544980,CRC32:6D903DE1,,CRC32:6D903DE1,,0
Animal Crossing\Cards\Series 1,[AC] 025 - Al.bin,03710001-005C0502,Head:044EC38A544981,CRC32:9CA527C4,,CRC32:9CA527C4,,0
Animal Crossing\Cards\Series 1,[AC] 026 - Renée.bin,04BA0001-005D0502,Head:04BEA3DAC14880,CRC32:CFA3A338,,CRC32:CFA3A338,,0
Animal Crossing\Cards\Series 1,[AC] 027 - Lopez.bin,02DB0001-005E0502,Head:048F59DAC14880,CRC32:3DF36839,,CRC32:3DF36839,,0
Animal Crossing\Cards\Series 1,[AC] 028 - Jambette.bin,03450001-005F0502,Head:042893DAC14880,CRC32:DDAF0E03,,CRC32:DDAF0E03,,0
Animal Crossing\Cards\Series 1,[AC] 029 - Rasher.bin,047A0001-00600502,Head:0483A2DAC14880,CRC32:C9D5DBE2,,CRC32:C9D5DBE2,,0
Animal Crossing\Cards\Series 1,[AC] 030 - Tiffany.bin,049B0001-00610502,Head:04E25C8A544980,CRC32:C17F6788,,CRC32:C17F6788,,0
Animal Crossing\Cards\Series 1,[AC] 031 - Sheldon.bin,04ED0001-00620502,Head:04394D8A544980,CRC32:4E9563A2,,CRC32:4E9563A2,,0
Animal Crossing\Cards\Series 1,[AC] 032 - Bluebear.bin,027D0001-00630502,Head:043E948A544980,CRC32:28C7BA57,,CRC32:28C7BA57,,0
Animal Crossing\Cards\Series 1,[AC] 033 - Bill.bin,03070001-00640502,Head:0439222ABF4881,CRC32:A9C2A281,,CRC32:A9C2A281,,0
Animal Crossing\Cards\Series 1,[AC] 034 - Kiki.bin,02610001-00650502,Head:04E75ECAC14880,CRC32:60F5241D,,CRC32:60F5241D,,0
Animal Crossing\Cards\Series 1,[AC] 035 - Deli.bin,04010001-00660502,Head:040B95DAC14881,CRC32:F2116976,,CRC32:F2116976,,0
Animal Crossing\Cards\Series 1,[AC] 036 - Alli.bin,02C40001-00670502,Head:04274552034981,CRC32:654B3A7D,,CRC32:654B3A7D,,0
Animal Crossing\Cards\Series 1,[AC] 037 - Kabuki.bin,02660001-00680502,Head:04919352034980,CRC32:BA971528,,CRC32:BA971528,,0
Animal Crossing\Cards\Series 1,[AC] 038 - Patty.bin,02B10001-00690502,Head:047EB082554980,CRC32:100A9796,,CRC32:100A9796,,0
Animal Crossing\Cards\Series 1,[AC] 039 - Jitters.bin,02310001-006A0502,Head:041FC08A544981,CRC32:E3609A47,,CRC32:E3609A47,,0
Animal Crossing\Cards\Series 1,[AC] 040 - Gigi.bin,03480001-006B0502,Head:04A7018A544984,CRC32:D1E13E52,,CRC32:D1E13E52,,0
Animal Crossing\Cards\Series 1,[AC] 041 - Quillson.bin,03180001-006C0502,Head:0424A682554981,CRC32:6A13CF05,,CRC32:6A13CF05,,0
Animal Crossing\Cards\Series 1,[AC] 042 - Marcie.bin,03DB0001-006D0502,Head:040F5E8A544981,CRC32:EA467FB2,,CRC32:EA467FB2,,0
Animal Crossing\Cards\Series 1,[AC] 043 - Puck.bin,04650001-006E0502,Head:0454ED8A544980,CRC32:092E5FEF,,CRC32:092E5FEF,,0
Animal Crossing\Cards\Series 1,[AC] 044 - Shari.bin,04000001-006F0502,Head:043B3082554981,CRC32:DFF5481C,,CRC32:DFF5481C,,0
Animal Crossing\Cards\Series 1,[AC] 045 - Octavian.bin,04290001-00700502,Head:041F8782554981,CRC32:B22EAC8A,,CRC32:B22EAC8A,,0
Animal Crossing\Cards\Series 1,[AC] 046 - Winnie.bin,03A90001-00710502,Head:040F1282554981,CRC32:43A809C7,,CRC32:43A809C7,,0
Animal Crossing\Cards\Series 1,[AC] 047 - Knox.bin,02A40001-00720502,Head:0474E88A544980,CRC32:9522B1E8,,CRC32:9522B1E8,,0
Animal Crossing\Cards\Series 1,[AC] 048 - Sterling.bin,04520001-00730502,Head:04FA898A544980,CRC32:ECAA14B8,,CRC32:ECAA14B8,,0
Animal Crossing\Cards\Series 1,[AC] 049 - Bonbon.bin,04A50001-00740502,Head:043CFD8A544981,CRC32:E5D5800D,,CRC32:E5D5800D,,0
Animal Crossing\Cards\Series 1,[AC] 050 - Punchy.bin,02630001-00750502,Head:046A2642034980,CRC32:592AA351,,CRC32:592AA351,,0
Animal Crossing\Cards\Series 1,[AC] 051 - Opal.bin,03230001-00760502,Head:04ADAA42034980,CRC32:E6B2F5AB,,CRC32:E6B2F5AB,,0
Animal Crossing\Cards\Series 1,[AC] 052 - Poppy.bin,04EC0001-00770502,Head:046D661AC24881,CRC32:0BA504AD,,CRC32:0BA504AD,,0
Animal Crossing\Cards\Series 1,[AC] 053 - Limberg.bin,040D0001-00780502,Head:04636B1AC24881,CRC32:2A3CF3CE,,CRC32:2A3CF3CE,,0
Animal Crossing\Cards\Series 1,[AC] 054 - Deena.bin,030B0001-00790502,Head:04598D2A034980,CRC32:0F6685E3,,CRC32:0F6685E3,,0
Animal Crossing\Cards\Series 1,[AC] 055 - Snake.bin,04970001-007A0502,Head:040C7A42034980,CRC32:4F15684D,,CRC32:4F15684D,,0
Animal Crossing\Cards\Series 1,[AC] 056 - Bangle.bin,04FD0001-007B0502,Head:04A58242034980,CRC32:F66F7142,,CRC32:F66F7142,,0
Animal Crossing\Cards\Series 1,[AC] 057 - Phil.bin,043D0001-007C0502,Head:046FCC42034981,CRC32:8B1A49C4,,CRC32:8B1A49C4,,0
Animal Crossing\Cards\Series 1,[AC] 058 - Monique.bin,02680001-007D0502,Head:0448891AC24881,CRC32:EFBA6CC1,,CRC32:EFBA6CC1,,0
Animal Crossing\Cards\Series 1,[AC] 059 - Nate.bin,02190001-007E0502,Head:04DC751AC24880,CRC32:EC212726,,CRC32:EC212726,,0
Animal Crossing\Cards\Series 1,[AC] 060 - Samson.bin,04100001-007F0502,Head:0462412A034980,CRC32:EA6AA827,,CRC32:EA6AA827,,0
Animal Crossing\Cards\Series 1,[AC] 061 - Tutu.bin,021B0001-00800502,Head:04182C2A034981,CRC32:81FF585A,,CRC32:81FF585A,,0
Animal Crossing\Cards\Series 1,[AC] 062 - T-Bone.bin,024F0001-00810502,Head:04757A42034980,CRC32:26F17513,,CRC32:26F17513,,0
Animal Crossing\Cards\Series 1,[AC] 063 - Mint.bin,04E60001-00820502,Head:0445892A034980,CRC32:E42B8935,,CRC32:E42B8935,,0
Animal Crossing\Cards\Series 1,[AC] 064 - Pudge.bin,02800001-00830502,Head:040E8B2A034980,CRC32:375A0DA7,,CRC32:375A0DA7,,0
Animal Crossing\Cards\Series 1,[AC] 065 - Midge.bin,02350001-00840502,Head:04200242034985,CRC32:6A12847E,,CRC32:6A12847E,,0
Animal Crossing\Cards\Series 1,[AC] 066 - Gruff.bin,035A0001-00850502,Head:044AE842034980,CRC32:CDB2E742,,CRC32:CDB2E742,,0
Animal Crossing\Cards\Series 1,[AC] 067 - Flurry.bin,03840001-00860502,Head:04DF6D42034980,CRC32:2FC2FA8C,,CRC32:2FC2FA8C,,0
Animal Crossing\Cards\Series 1,[AC] 068 - Clyde.bin,03AE0001-00870502,Head:044F7042034980,CRC32:3EA39487,,CRC32:3EA39487,,0
Animal Crossing\Cards\Series 1,[AC] 069 - Bella.bin,040E0001-00880502,Head:042DD542034981,CRC32:7FD4C079,,CRC32:7FD4C079,,0
Animal Crossing\Cards\Series 1,[AC] 070 - Biff.bin,03940001-00890502,Head:04E6AC2A034980,CRC32:F41DADDD,,CRC32:F41DADDD,,0
Animal Crossing\Cards\Series 1,[AC] 071 - Yuka.bin,03BC0001-008A0502,Head:0435B9CAC14880,CRC32:56CE1509,,CRC32:56CE1509,,0
Animal Crossing\Cards\Series 1,[AC] 072 - Lionel.bin,03EE0001-008B0502,Head:043192CAC14880,CRC32:0C604125,,CRC32:0C604125,,0
Animal Crossing\Cards\Series 1,[AC] 073 - Flo.bin,046C0001-008C0502,Head:0437D4CAC14881,CRC32:EE9776B0,,CRC32:EE9776B0,,0
Animal Crossing\Cards\Series 1,[AC] 074 - Cobb.bin,04800001-008D0502,Head:04A2002A034984,CRC32:0D62C76A,,CRC32:0D62C76A,,0
Animal Crossing\Cards\Series 1,[AC] 075 - Amelia.bin,044C0001-008E0502,Head:0476A32A034981,CRC32:69B74F70,,CRC32:69B74F70,,0
Animal Crossing\Cards\Series 1,[AC] 076 - Jeramiah.bin,033F0001-008F0502,Head:046FFD2A034980,CRC32:774E3A75,,CRC32:774E3A75,,0
Animal Crossing\Cards\Series 1,[AC] 077 - Cherry.bin,02FB0001-00900502,Head:04809242034981,CRC32:2030C5BD,,CRC32:2030C5BD,,0
Animal Crossing\Cards\Series 1,[AC] 078 - Roscoe.bin,03A80001-00910502,Head:0460EACAC14880,CRC32:07E1EB77,,CRC32:07E1EB77,,0
Animal Crossing\Cards\Series 1,[AC] 079 - Truffles.bin,04790001-00920502,Head:0415A12A034981,CRC32:8FE99866,,CRC32:8FE99866,,0
Animal Crossing\Cards\Series 1,[AC] 080 - Eugene.bin,03C60001-00930502,Head:04E30F2A034984,CRC32:56AF3BAA,,CRC32:56AF3BAA,,0
Animal Crossing\Cards\Series 1,[AC] 081 - Eunice.bin,04C70001-00940502,Head:04F29A42034980,CRC32:955B9CA7,,CRC32:955B9CA7,,0
Animal Crossing\Cards\Series 1,[AC] 082 - Goose.bin,02990001-00950502,Head:048A6252884981,CRC32:51C141F0,,CRC32:51C141F0,,0
Animal Crossing\Cards\Series 1,[AC] 083 - Annalisa.bin,02080001-00960502,Head:04700192894984,CRC32:C194C5A5,,CRC32:C194C5A5,,0
Animal Crossing\Cards\Series 1,[AC] 084 - Benjamin.bin,02FA0001-00970502,Head:04314F22034980,CRC32:C76A0056,,CRC32:C76A0056,,0
Animal Crossing\Cards\Series 1,[AC] 085 - Pancetti.bin,04880001-00980502,Head:0434C222034981,CRC32:8B6683C0,,CRC32:8B6683C0,,0
Animal Crossing\Cards\Series 1,[AC] 086 - Chief.bin,050B0001-00990502,Head:04F5F75A574980,CRC32:7AC5F4E8,,CRC32:7AC5F4E8,,0
Animal Crossing\Cards\Series 1,[AC] 087 - Bunnie.bin,04940001-009A0502,Head:04838372574981,CRC32:F24FC4F4,,CRC32:F24FC4F4,,0
Animal Crossing\Cards\Series 1,[AC] 088 - Clay.bin,03830001-009B0502,Head:047A855AC94881,CRC32:60F5317B,,CRC32:60F5317B,,0
Animal Crossing\Cards\Series 1,[AC] 089 - Diana.bin,02DE0001-009C0502,Head:048B8E5A574981,CRC32:C0707FBA,,CRC32:C0707FBA,,0
Animal Crossing\Cards\Series 1,[AC] 090 - Axel.bin,03290001-009D0502,Head:04407572574981,CRC32:EAE96050,,CRC32:EAE96050,,0
Animal Crossing\Cards\Series 1,[AC] 091 - Muffy.bin,04D10001-009E0502,Head:04828F5A574980,CRC32:8570E6A4,,CRC32:8570E6A4,,0
Animal Crossing\Cards\Series 1,[AC] 092 - Henry.bin,034B0001-009F0502,Head:0487A45A574980,CRC32:8F734118,,CRC32:8F734118,,0
Animal Crossing\Cards\Series 1,[AC] 093 - Bertha.bin,03930001-00A00502,Head:0404765A574981,CRC32:82804F04,,CRC32:82804F04,,0
Animal Crossing\Cards\Series 1,[AC] 094 - Cyrano.bin,02000001-00A10502,Head:046ECEFAC14881,CRC32:6F7CEE61,,CRC32:6F7CEE61,,0
Animal Crossing\Cards\Series 1,[AC] 095 - Peanut.bin,04DD0001-00A20502,Head:040D8872574981,CRC32:7D374DBD,,CRC32:7D374DBD,,0
Animal Crossing\Cards\Series 1,[AC] 096 - Cole.bin,04A60001-00A30502,Head:048CA772574981,CRC32:67F3A8A4,,CRC32:67F3A8A4,,0
Animal Crossing\Cards\Series 1,[AC] 097 - Willow.bin,04CC0001-00A40502,Head:04C83172574980,CRC32:E0081E7A,,CRC32:E0081E7A,,0
Animal Crossing\Cards\Series 1,[AC] 098 - Roald.bin,04600001-00A50502,Head:045D8B72574980,CRC32:8A994CC8,,CRC32:8A994CC8,,0
Animal Crossing\Cards\Series 1,[AC] 099 - Molly.bin,03170001-00A60502,Head:042DDA5A574980,CRC32:FD526DF0,,CRC32:FD526DF0,,0
Animal Crossing\Cards\Series 1,[AC] 100 - Walker.bin,02F00001-00A70502,Head:044AE5FAC14881,CRC32:F7CF4B0D,,CRC32:F7CF4B0D,,0
Animal Crossing\Cards\Series 2,[AC] 101 - K.K..bin,01820001-00A80502,Head:04A946EAEF4980,CRC32:4B80982C,,CRC32:4B80982C,,0
Animal Crossing\Cards\Series 2,[AC] 102 - Reese.bin,018A0001-00A90502,Head:04716372E94980,CRC32:F9C28887,,CRC32:F9C28887,,0
Animal Crossing\Cards\Series 2,[AC] 103 - Kicks.bin,01940001-00AA0502,Head:0491251AEE4980,CRC32:7484DC74,,CRC32:7484DC74,,0
Animal Crossing\Cards\Series 2,[AC] 104 - Labelle.bin,01890001-00AB0502,Head:04C00AAAEE4980,CRC32:CB9E35C8,,CRC32:CB9E35C8,,0
Animal Crossing\Cards\Series 2,[AC] 105 - Copper.bin,019D0001-00AC0502,Head:0447A48AE94981,CRC32:2141951D,,CRC32:2141951D,,0
Animal Crossing\Cards\Series 2,[AC] 106 - Booker.bin,019E0001-00AD0502,Head:04DAF28AE94980,CRC32:AF3155EF,,CRC32:AF3155EF,,0
Animal Crossing\Cards\Series 2,[AC] 107 - Katie.bin,01B60001-00AE0502,Head:042B233AEE4981,CRC32:F64EBED2,,CRC32:F64EBED2,,0
Animal Crossing\Cards\Series 2,[AC] 108 - Tommy.bin,01860101-00AF0502,Head:0446619AE94981,CRC32:320D214C,,CRC32:320D214C,,0
Animal Crossing\Cards\Series 2,[AC] 109 - Porter.bin,01950001-00B00502,Head:04A52472E94980,CRC32:8449E930,,CRC32:8449E930,,0
Animal Crossing\Cards\Series 2,[AC] 110 - Leila.bin,01980001-00B10502,Head:0432E2EAEF4980,CRC32:B8FCF38B,,CRC32:B8FCF38B,,0
Animal Crossing\Cards\Series 2,[AC] 111 - Shrunk.bin,01B10001-00B20502,Head:0470EAEAEF4980,CRC32:CEAAA1FB,,CRC32:CEAAA1FB,,0
Animal Crossing\Cards\Series 2,[AC] 112 - Don.bin,018F0001-00B30502,Head:044E7422E14981,CRC32:E50EA243,,CRC32:E50EA243,,0
Animal Crossing\Cards\Series 2,[AC] 113 - Isabelle (Winter).bin,01810101-00B40502,Head:04083FEAEF4981,CRC32:ECDBEC86,,CRC32:ECDBEC86,,0
Animal Crossing\Cards\Series 2,[AC] 114 - Blanca.bin,01B30001-00B50502,Head:04612072E94980,CRC32:BB7C5589,,CRC32:BB7C5589,,0
Animal Crossing\Cards\Series 2,[AC] 115 - Nat.bin,019B0001-00B60502,Head:040DAB72E94980,CRC32:FB5F91C9,,CRC32:FB5F91C9,,0
Animal Crossing\Cards\Series 2,[AC] 116 - Chip.bin,019A0001-00B70502,Head:04C59B72E94980,CRC32:5D139876,,CRC32:5D139876,,0
Animal Crossing\Cards\Series 2,[AC] 117 - Jack.bin,01AD0001-00B80502,Head:04438202E94980,CRC32:3E455EA0,,CRC32:3E455EA0,,0
Animal Crossing\Cards\Series 2,[AC] 118 - Poncho.bin,027F0001-00B90502,Head:04FF624AED4980,CRC32:3D5E6239,,CRC32:3D5E6239,,0
Animal Crossing\Cards\Series 2,[AC] 119 - Felicity.bin,026E0001-00BA0502,Head:0431BC22ED4981,CRC32:E23469B1,,CRC32:E23469B1,,0
Animal Crossing\Cards\Series 2,[AC] 120 - Ozzie.bin,03C10001-00BB0502,Head:046FC92AE14981,CRC32:5BFF66B9,,CRC32:5BFF66B9,,0
Animal Crossing\Cards\Series 2,[AC] 121 - Tia.bin,032D0001-00BC0502,Head:0464333AE14980,CRC32:5D9A25CA,,CRC32:5D9A25CA,,0
Animal Crossing\Cards\Series 2,[AC] 122 - Lucha.bin,023C0001-00BD0502,Head:0441591AE14981,CRC32:89D00B51,,CRC32:89D00B51,,0
Animal Crossing\Cards\Series 2,[AC] 123 - Fuchsia.bin,02DC0001-00BE0502,Head:04B79F1AE14980,CRC32:A9C43291,,CRC32:A9C43291,,0
Animal Crossing\Cards\Series 2,[AC] 124 - Harry.bin,03980001-00BF0502,Head:04BD2F1AE14980,CRC32:3BFCFBE8,,CRC32:3BFCFBE8,,0
Animal Crossing\Cards\Series 2,[AC] 125 - Gwen.bin,04640001-00C00502,Head:04213D4AED4981,CRC32:B2A8088A,,CRC32:B2A8088A,,0
Animal Crossing\Cards\Series 2,[AC] 126 - Coach.bin,02510001-00C10502,Head:04B02C4AED4980,CRC32:0B339627,,CRC32:0B339627,,0
Animal Crossing\Cards\Series 2,[AC] 127 - Kitt.bin,03D10001-00C20502,Head:04986242ED4980,CRC32:3F960A0F,,CRC32:3F960A0F,,0
Animal Crossing\Cards\Series 2,[AC] 128 - Tom.bin,026C0001-00C30502,Head:04057D42ED4981,CRC32:91739CC4,,CRC32:91739CC4,,0
Animal Crossing\Cards\Series 2,[AC] 129 - Tipper.bin,02B20001-00C40502,Head:04957142ED4980,CRC32:3A8C1325,,CRC32:3A8C1325,,0
Animal Crossing\Cards\Series 2,[AC] 130 - Prince.bin,03440001-00C50502,Head:04EEB1FAE84980,CRC32:E92BB6D5,,CRC32:E92BB6D5,,0
Animal Crossing\Cards\Series 2,[AC] 131 - Pate.bin,03090001-00C60502,Head:0453CE4AED4980,CRC32:D1E97654,,CRC32:D1E97654,,0
Animal Crossing\Cards\Series 2,[AC] 132 - Vladimir.bin,02830001-00C70502,Head:048793FAE84981,CRC32:D6CFF2BA,,CRC32:D6CFF2BA,,0
Animal Crossing\Cards\Series 2,[AC] 133 - Savannah.bin,03A60001-00C80502,Head:04228F5AED4980,CRC32:7591D025,,CRC32:7591D025,,0
Animal Crossing\Cards\Series 2,[AC] 134 - Kidd.bin,035D0001-00C90502,Head:04665032284981,CRC32:29BD3EED,,CRC32:29BD3EED,,0
Animal Crossing\Cards\Series 2,[AC] 135 - Phoebe.bin,04400001-00CA0502,Head:04329A5AED4980,CRC32:32D3672D,,CRC32:32D3672D,,0
Animal Crossing\Cards\Series 2,[AC] 136 - Egbert.bin,029B0001-00CB0502,Head:04428EFAE84980,CRC32:5640A9A8,,CRC32:5640A9A8,,0
Animal Crossing\Cards\Series 2,[AC] 137 - Cookie.bin,02F20001-00CC0502,Head:04752C52ED4980,CRC32:C52503BD,,CRC32:C52503BD,,0
Animal Crossing\Cards\Series 2,[AC] 138 - Sly.bin,02C90001-00CD0502,Head:04E6849AE94980,CRC32:1EF71047,,CRC32:1EF71047,,0
Animal Crossing\Cards\Series 2,[AC] 139 - Blaire.bin,04DE0001-00CE0502,Head:04279932E14981,CRC32:96A8EEAE,,CRC32:96A8EEAE,,0
Animal Crossing\Cards\Series 2,[AC] 140 - Avery.bin,04500001-00CF0502,Head:046144FAE84980,CRC32:DA41A964,,CRC32:DA41A964,,0
Animal Crossing\Cards\Series 2,[AC] 141 - Nana.bin,03FA0001-00D00502,Head:04253DEA894981,CRC32:15AE4444,,CRC32:15AE4444,,0
Animal Crossing\Cards\Series 2,[AC] 142 - Peck.bin,023E0001-00D10502,Head:045A385AED4980,CRC32:49CBBB1F,,CRC32:49CBBB1F,,0
Animal Crossing\Cards\Series 2,[AC] 143 - Olivia.bin,02600001-00D20502,Head:04B16BDAEE4980,CRC32:D44F6C3F,,CRC32:D44F6C3F,,0
Animal Crossing\Cards\Series 2,[AC] 144 - Cesar.bin,03690001-00D30502,Head:04046452ED4981,CRC32:3BB23A51,,CRC32:3BB23A51,,0
Animal Crossing\Cards\Series 2,[AC] 145 - Carmen.bin,04A40001-00D40502,Head:0472DCFAE84980,CRC32:E7A3613C,,CRC32:E7A3613C,,0
Animal Crossing\Cards\Series 2,[AC] 146 - Rodney.bin,03810001-00D50502,Head:045EB65AED4981,CRC32:E3F89272,,CRC32:E3F89272,,0
Animal Crossing\Cards\Series 2,[AC] 147 - Scoot.bin,03110001-00D60502,Head:04219962ED4981,CRC32:BAC5977E,,CRC32:BAC5977E,,0
Animal Crossing\Cards\Series 2,[AC] 148 - Whitney.bin,050E0001-00D70502,Head:04715812B34980,CRC32:F3A08965,,CRC32:F3A08965,,0
Animal Crossing\Cards\Series 2,[AC] 149 - Broccolo.bin,04180001-00D80502,Head:0446C20AE94981,CRC32:7BA25218,,CRC32:7BA25218,,0
Animal Crossing\Cards\Series 2,[AC] 150 - Coco.bin,04960001-00D90502,Head:04609462ED4980,CRC32:76CF0996,,CRC32:76CF0996,,0
Animal Crossing\Cards\Series 2,[AC] 151 - Groucho.bin,021A0001-00DA0502,Head:045C2262ED4980,CRC32:0989B5BE,,CRC32:0989B5BE,,0
Animal Crossing\Cards\Series 2,[AC] 152 - Wendy.bin,04CE0001-00DB0502,Head:046E070AE94984,CRC32:2175E713,,CRC32:2175E713,,0
Animal Crossing\Cards\Series 2,[AC] 153 - Alfonso.bin,02C30001-00DC0502,Head:043A2512B34981,CRC32:DA8B00BB,,CRC32:DA8B00BB,,0
Animal Crossing\Cards\Series 2,[AC] 154 - Rhonda.bin,04B30001-00DD0502,Head:045CE512B34980,CRC32:4166EC98,,CRC32:4166EC98,,0
Animal Crossing\Cards\Series 2,[AC] 155 - Butch.bin,02EB0001-00DE0502,Head:043F4362B34981,CRC32:908A5038,,CRC32:908A5038,,0
Animal Crossing\Cards\Series 2,[AC] 156 - Gabi.bin,04990001-00DF0502,Head:04FD2E1AE94980,CRC32:D90DD7C6,,CRC32:D90DD7C6,,0
Animal Crossing\Cards\Series 2,[AC] 157 - Moose.bin,041A0001-00E00502,Head:040DEE1AE94981,CRC32:0C109B64,,CRC32:0C109B64,,0
Animal Crossing\Cards\Series 2,[AC] 158 - Timbra.bin,04CF0001-00E10502,Head:04A36CDA014980,CRC32:F5092669,,CRC32:F5092669,,0
Animal Crossing\Cards\Series 2,[AC] 159 - Zell.bin,02D80001-00E20502,Head:046FABDA014981,CRC32:497FACFF,,CRC32:497FACFF,,0
Animal Crossing\Cards\Series 2,[AC] 160 - Pekoe.bin,028B0001-00E30502,Head:04B01412ED4980,CRC32:92C0C7EE,,CRC32:92C0C7EE,,0
